x,y,stimulus,gender,blank_loop.thisRepN,blank_loop.thisTrialN,blank_loop.thisN,blank_loop.thisIndex,scrambled_loop.thisRepN,scrambled_loop.thisTrialN,scrambled_loop.thisN,scrambled_loop.thisIndex,happy_loop.thisRepN,happy_loop.thisTrialN,happy_loop.thisN,happy_loop.thisIndex,sad_loop.thisRepN,sad_loop.thisTrialN,sad_loop.thisN,sad_loop.thisIndex,angry_loop.thisRepN,angry_loop.thisTrialN,angry_loop.thisN,angry_loop.thisIndex,neutral_loop.thisRepN,neutral_loop.thisTrialN,neutral_loop.thisN,neutral_loop.thisIndex,happy_loop2.thisRepN,happy_loop2.thisTrialN,happy_loop2.thisN,happy_loop2.thisIndex,sad_loop2.thisRepN,sad_loop2.thisTrialN,sad_loop2.thisN,sad_loop2.thisIndex,angry_loop2.thisRepN,angry_loop2.thisTrialN,angry_loop2.thisN,angry_loop2.thisIndex,netral_2.thisRepN,netral_2.thisTrialN,netral_2.thisN,netral_2.thisIndex,scrambled_loop2.thisRepN,scrambled_loop2.thisTrialN,scrambled_loop2.thisN,scrambled_loop2.thisIndex,blank_loop2.thisRepN,blank_loop2.thisTrialN,blank_loop2.thisN,blank_loop2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,POFA/fMRI_POFA/033c.tif,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/013c.tif,,,,,,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/083c.tif,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.454802914737229,,,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/033c.tif,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.39222503037535716,,,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/006c.tif,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.40781623661359845,,,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/021c.tif,,,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5164390198842739,,,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/006c.tif,,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6312115046416693,,,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/021c.tif,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.3919581752347767,,,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/072c.tif,,,,,,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6258563519486415,,,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/013c.tif,,,,,,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.423285694617789,,,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/001a.tif,f,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.3295091174918525,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/084a.tif,f,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.657788011550565,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/014a.tif,m,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.67336824629092,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/007a.tif,f,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.1265187118897302,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/057a.tif,f,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.8140508079445681,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/101a.tif,m,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7514945126581551,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/042a.tif,f,,,,,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.9858917155634117,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/066a.tif,f,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7361206128607591,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/048a.tif,f,,,,,,,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.002268268694479,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/093a.tif,f,,,,,,,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.595350279224931,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/033a-sad.tif,m,,,,,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.829312515329093,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/008a.tif,f,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7822228466930028,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/094a.tif,f,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.8852264534848473,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/067a.tif,f,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6067995680768945,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/002a.tif,f,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.8296165319943611,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/023a.tif,m,,,,,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1108733560004111,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/086a.tif,f,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7046649746966978,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/058a.tif,f,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.908011777018146,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/049a.tif,f,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7359411757834096,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/015a.tif,m,,,,,,,,,,,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1577761552543961,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/038a.tif,m,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/053a.tif,f,,,,,,,,,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/010a.tif,f,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6735625479782357,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/025a.tif,m,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7353600403184828,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/061a.tif,f,,,,,,,,,,,,,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7047000127054162,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/069a.tif,f,,,,,,,,,,,,,,,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.610979354826668,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/030a.tif,m,,,,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1576207846887883,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/003a.tif,f,,,,,,,,,,,,,,,,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6106795851924289,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/018a.tif,m,,,,,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8128796890323429,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/044a.tif,f,,,,,,,,,,,,,,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6889353860178744,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/013a.tif,f,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/006a.tif,f,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.8923989817035363,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/033a.tif,m,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8289522254976873,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/047a.tif,f,,,,,,,,,,,,,,,,,,,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.06397657337493,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/021a.tif,m,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8452767524931915,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/072a.tif,f,,,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.9389584792511414,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/028a.tif,m,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.5949553053028467,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/041a.tif,m,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7826461341574031,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/056a.tif,f,,,,,,,,,,,,,,,,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7982684852927378,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/083a.tif,m,,,,,,,,,,,,,,,,,,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8603377876434024,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/057a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/066a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7984422596614422,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/101a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8139934730206733,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/093a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,b,0.9702279558719056,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
,,POFA/fMRI_POFA/048a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,b,0.8603275239843242,,,,,,,16-fanny,001,2020_May_10_1548,emofaces,3.0.1,63.98954155405664,
