stimulus,gender
POFA/fMRI_POFA/033a.tif,m
POFA/fMRI_POFA/021a.tif,m
POFA/fMRI_POFA/006a.tif,f
POFA/fMRI_POFA/013a.tif,f
POFA/fMRI_POFA/072a.tif,f
POFA/fMRI_POFA/083a.tif,m
POFA/fMRI_POFA/028a.tif,m
POFA/fMRI_POFA/041a.tif,m
POFA/fMRI_POFA/047a.tif,f
POFA/fMRI_POFA/056a.tif,f
POFA/fMRI_POFA/065a.tif,f
POFA/fMRI_POFA/092a.tif,f
POFA/fMRI_POFA/099a.tif,f
POFA/fMRI_POFA/110a.tif,m
