stimulus,gender
POFA/fMRI_POFA/001a.tif,f
POFA/fMRI_POFA/007a.tif,f
POFA/fMRI_POFA/042a.tif,f
POFA/fMRI_POFA/048a.tif,f
POFA/fMRI_POFA/057a.tif,f
POFA/fMRI_POFA/066a.tif,f
POFA/fMRI_POFA/084a.tif,f
POFA/fMRI_POFA/093a.tif,f
POFA/fMRI_POFA/101a.tif,m
POFA/fMRI_POFA/014a.tif,m
